idade,renda,score_serasa,interesse,dias_ult_compra,vlr_tran_total_6m,gasto_vinho_6m,gasto_queijo_6m,gasto_cerveja_6m,gasto_flv_6m,gasto_mercearia_6m
45,5530.41,787.51,1.0,31,587.49,0.94,36.98,0.0,90.52,0.0
44,4073.32,799.91,1.0,26,463.5,0.0,28.71,0.0,83.44,22.51
41,2753.86,517.21,0.0,180,0.0,0.18,0.06,0.09,0.0,0.0
45,6433.75,802.36,0.99,35,766.54,93.93,0.0,14.58,53.25,30.77
43,3601.37,576.14,0.7,44,198.98,0.0,0.0,0.02,8.67,22.73
44,2725.89,599.89,0.64,46,207.6,0.03,0.0,0.07,2.61,8.95
48,5290.4,798.3,1.0,20,523.75,1.04,25.7,0.0,69.95,50.71
42,4117.68,726.24,1.0,24,535.29,0.77,27.33,0.0,63.78,42.48
42,7535.27,765.67,1.0,16,856.92,242.38,0.0,80.85,78.34,18.17
43,3762.24,569.42,0.65,72,282.55,1.89,0.92,239.03,5.65,0.0
41,3246.08,626.57,0.67,56,353.5,0.0,0.92,308.57,5.29,43.87
42,2708.22,620.04,0.66,56,264.48,1.22,0.0,0.0,0.0,5.13
43,6431.25,715.64,0.97,27,620.58,0.0,26.39,1.7,88.86,40.13
41,3865.46,586.74,0.7,61,276.4,3.13,0.0,47.9,0.0,1.22
41,2328.21,646.07,0.68,48,207.08,0.01,0.01,0.0,15.74,10.4
43,2806.39,498.13,0.01,181,15.04,0.19,0.02,0.12,0.0,0.0
50,2134.41,686.74,1.0,5,2466.92,8.24,45.12,0.0,132.9,308.12
43,7529.09,806.28,0.98,15,782.01,96.88,0.0,23.02,34.38,48.09
45,2937.2,577.45,0.61,49,120.36,0.06,0.0,0.49,10.23,7.31
46,3682.31,639.28,1.0,6,2559.46,10.66,0.0,0.0,253.69,183.79
42,2216.72,592.54,0.65,48,152.2,0.02,0.0,0.0,0.43,0.0
43,3439.87,614.35,0.67,55,279.6,0.0,0.91,0.0,8.71,25.57
41,3364.83,570.63,0.7,66,163.4,0.0,0.27,0.0,2.39,0.0
45,2684.41,572.79,0.67,41,145.66,0.03,0.02,0.0,8.58,0.22
45,2994.15,671.86,0.99,5,2450.7,0.0,32.85,0.0,296.54,275.76
42,4608.52,547.59,0.7,64,264.33,0.0,1.32,23.54,6.7,42.14
42,4631.97,558.96,0.62,55,221.94,0.99,0.4,396.91,4.23,35.92
41,2904.05,566.76,0.69,61,183.36,0.24,0.0,79.6,8.9,49.66
44,6045.0,700.04,1.0,29,673.46,0.0,33.5,0.0,32.9,58.53
45,7613.35,783.04,1.0,23,794.1,123.29,0.0,84.43,79.76,69.58
40,4474.99,545.28,0.67,63,260.45,0.0,0.0,31.84,6.3,0.0
42,7174.21,776.65,0.97,17,1062.13,61.95,0.0,40.77,95.51,28.16
43,3148.28,562.63,0.01,180,0.0,0.0,0.0,0.0,0.0,1.76
42,3901.03,587.28,0.68,58,329.52,0.0,0.0,10.57,8.17,14.65
43,6595.37,812.97,1.0,23,794.86,88.78,4.29,62.66,98.89,53.31
41,6679.43,782.54,1.0,24,784.2,110.39,0.0,32.81,139.9,78.27
43,5425.8,726.05,1.0,30,506.8,0.0,39.17,0.0,30.2,35.91
43,3214.11,652.07,0.7,63,221.19,2.8,0.0,0.0,5.27,0.0
42,3332.33,626.12,0.67,55,282.77,0.74,0.0,0.0,0.0,26.41
42,4003.94,569.09,0.69,60,230.21,0.0,0.0,529.92,0.03,0.0
47,6568.66,762.73,0.98,22,857.27,76.65,7.79,0.0,18.95,17.12
43,4631.79,736.54,0.96,34,736.25,0.0,17.1,8.3,21.57,88.4
47,3281.82,643.93,1.0,3,2466.57,0.0,27.56,191.79,277.02,57.23
42,6892.88,734.56,1.0,29,816.66,84.2,10.07,0.0,9.18,26.6
44,2298.65,624.69,0.67,56,143.02,0.25,0.0,0.0,1.96,9.19
43,7606.91,752.28,0.98,30,834.12,17.04,7.75,16.53,0.0,81.38
43,4347.21,611.82,0.63,58,359.55,0.0,0.19,792.1,10.62,0.0
47,4395.88,637.3,1.0,4,2311.09,15.4,23.21,0.0,235.4,302.68
48,3297.89,628.3,1.0,7,2442.51,0.0,0.41,0.0,307.22,169.21
42,2649.09,562.76,0.72,53,155.38,0.1,0.01,0.39,5.46,0.0
47,7599.41,799.44,0.94,23,796.03,248.48,12.2,0.0,40.9,36.36
42,2079.14,499.3,0.0,180,16.56,0.0,0.01,0.0,1.16,5.4
48,4189.92,621.5,1.0,3,2502.78,17.45,42.56,1068.01,297.25,30.27
42,2635.1,563.36,0.68,46,184.21,0.0,0.0,0.04,5.06,0.0
46,3537.51,661.32,1.0,6,2466.73,0.0,0.0,0.0,226.95,432.57
47,4988.95,771.17,1.0,26,666.5,0.0,39.74,0.0,57.89,59.58
43,3137.72,554.88,0.68,47,245.05,0.0,0.0,0.0,2.13,2.12
45,2891.97,562.44,0.67,50,100.6,0.0,0.0,0.0,0.0,0.0
46,4141.46,799.18,0.95,33,631.96,0.0,9.6,7.81,76.32,38.3
41,4472.66,769.65,0.99,27,621.86,0.0,33.0,0.0,44.1,27.08
49,2708.44,625.8,1.0,5,2405.8,0.0,21.45,725.53,209.63,275.35
47,4064.85,607.58,1.0,5,2421.32,0.0,13.9,0.0,280.09,95.4
42,3026.08,564.14,0.67,52,205.64,0.02,0.0,0.49,2.45,0.0
47,6376.79,778.3,0.98,19,790.38,147.68,12.04,0.0,121.56,0.0
41,3629.7,553.68,0.71,67,262.03,0.0,0.2,0.0,0.0,0.0
45,6763.07,811.79,0.97,30,691.54,105.3,0.0,20.47,76.82,21.97
46,3955.32,631.96,0.99,8,2548.75,0.0,40.06,0.0,330.54,244.21
47,3294.84,622.77,1.0,0,2586.5,0.0,34.41,200.12,257.56,191.08
41,3676.36,609.03,0.66,63,290.34,0.0,0.0,0.0,0.0,11.89
41,5275.57,757.47,0.97,34,586.12,0.99,25.26,0.0,87.62,54.19
44,7081.8,789.78,1.0,12,851.68,70.28,22.96,0.0,26.05,9.66
42,5926.08,773.61,0.98,24,390.82,0.0,32.33,0.0,47.51,34.97
46,7244.01,735.83,1.0,24,720.19,41.66,0.0,34.91,62.61,30.07
48,5303.93,786.06,0.98,26,452.54,1.31,63.52,9.31,51.7,45.9
47,3212.24,640.8,1.0,2,2450.05,10.55,20.42,923.68,218.19,321.08
43,4149.5,606.89,0.65,54,295.24,0.53,0.05,0.0,4.2,0.0
41,3667.83,532.66,0.67,62,250.86,0.19,0.6,125.05,0.0,7.35
46,3016.96,614.63,1.0,5,2441.79,0.0,21.03,0.0,169.43,107.91
45,4465.26,687.1,1.0,9,2406.96,7.85,0.11,1026.44,222.12,404.91
41,2445.37,531.15,0.01,183,0.0,0.01,0.0,0.0,0.17,0.0
45,3449.54,511.74,0.62,41,173.13,0.2,0.02,0.11,4.4,0.0
41,3543.92,591.11,0.66,66,264.52,0.94,0.6,0.0,0.0,12.18
43,3151.44,567.65,0.67,49,223.47,0.08,0.0,0.0,4.1,14.07
43,5467.2,725.41,0.97,19,502.55,0.0,10.3,0.0,28.69,66.3
43,3447.4,521.85,0.64,59,230.38,0.0,0.13,409.49,9.19,0.0
43,4569.42,552.98,0.7,61,288.12,4.17,0.0,147.94,3.37,23.16
47,3356.45,615.68,1.0,5,2489.29,0.0,0.0,278.19,221.02,317.18
41,6768.6,763.53,1.0,18,910.05,141.73,0.0,13.33,0.0,0.0
44,2628.22,595.04,0.65,43,118.73,0.01,0.04,0.59,9.38,30.91
46,3218.63,630.85,1.0,3,2607.05,0.0,13.85,0.0,253.76,361.74
45,7963.3,744.13,0.99,29,760.17,193.61,0.0,0.0,25.57,69.89
44,3080.51,543.13,0.0,180,36.4,0.06,0.0,0.0,1.03,0.0
44,2295.57,567.18,0.66,42,132.31,0.0,0.02,0.0,1.47,0.0
44,2631.19,549.58,0.68,43,129.75,0.0,0.03,0.0,5.88,6.9
47,3699.39,634.41,1.0,1,2463.68,8.58,3.4,0.0,128.5,219.43
46,5486.04,734.02,0.99,28,574.63,0.0,14.16,6.76,58.66,69.69
41,3040.25,591.63,0.66,51,40.04,0.0,0.02,0.0,2.0,9.93
45,2451.66,580.25,0.68,41,97.69,0.0,0.0,0.0,5.33,7.26
41,3549.05,521.3,0.0,184,13.44,0.0,0.0,0.09,0.0,0.12
41,2383.55,518.78,0.01,181,7.09,0.0,0.0,0.0,0.46,4.7
47,4086.1,624.93,1.0,5,2493.54,0.0,22.7,0.0,223.3,175.66
45,3759.32,595.63,0.66,41,89.67,0.02,0.02,0.0,0.0,29.96
45,6727.28,772.63,0.97,28,726.75,36.64,0.0,84.06,61.79,82.2
44,2822.47,565.0,0.67,44,191.59,0.1,0.0,0.0,0.0,1.37
41,3163.15,574.82,0.71,39,93.12,0.06,0.0,0.18,2.07,26.45
45,4036.99,569.21,0.66,51,210.55,0.04,0.0,0.0,6.89,0.22
46,3155.77,555.95,0.67,45,148.53,0.03,0.01,0.0,3.81,0.0
40,2529.78,473.81,0.02,180,26.1,0.01,0.0,0.21,0.0,0.0
47,3767.54,632.87,1.0,3,2406.69,0.0,26.7,0.0,170.89,265.08
45,2930.14,617.06,0.98,5,2499.09,2.22,17.53,0.0,256.52,354.61
41,2538.54,480.99,0.03,182,0.0,0.11,0.01,0.0,0.0,0.0
49,4914.23,591.63,0.99,6,2372.95,9.52,6.72,0.0,160.31,162.21
47,3622.75,617.57,1.0,3,2565.6,0.0,0.0,54.0,168.68,383.09
48,7266.95,807.82,0.99,19,896.5,132.54,0.0,46.02,47.63,83.05
43,2560.32,552.14,0.69,50,170.02,0.0,0.01,0.0,10.57,0.0
47,3495.22,622.79,1.0,8,2382.69,35.04,0.0,308.11,95.46,255.14
44,3538.8,564.88,0.65,49,182.53,0.0,0.01,0.0,0.0,2.89
44,2610.83,584.2,0.68,37,83.14,0.0,0.01,0.0,0.0,0.62
44,4885.83,741.27,1.0,33,496.87,2.26,34.1,3.44,51.89,63.81
43,5332.5,749.03,0.99,29,739.03,0.93,29.43,0.0,43.1,74.79
42,7871.26,826.97,0.98,20,809.17,6.31,4.99,13.28,26.91,37.52
43,7811.04,769.11,1.0,22,773.87,40.54,9.77,0.0,0.0,15.93
44,7860.16,807.99,0.99,28,852.96,147.6,0.0,0.0,92.21,63.94
44,2647.09,521.5,0.68,39,154.9,0.0,0.0,0.0,0.0,11.15
42,6561.86,838.18,1.0,17,822.66,140.23,4.29,17.0,27.98,31.49
48,3573.08,610.71,0.98,5,2470.6,3.85,7.2,0.0,271.71,349.24
49,3199.94,589.27,0.99,6,2502.35,0.0,20.17,843.31,215.16,338.3
42,7118.86,816.39,0.97,26,943.79,110.33,3.68,2.16,74.18,0.15
47,6222.47,751.53,1.0,32,415.4,0.0,28.68,0.3,54.06,74.11
41,2496.43,531.12,0.0,179,35.59,0.0,0.02,0.0,0.03,0.0
41,2788.78,489.93,0.01,182,0.0,0.0,0.0,0.0,0.0,3.45
46,4063.3,635.67,0.99,2,2322.95,33.55,13.65,1888.04,320.17,216.19
41,2575.39,563.62,0.65,44,122.99,0.07,0.0,0.13,6.84,3.57
44,7910.96,791.28,1.0,27,892.29,0.0,25.34,45.95,96.05,19.57
44,5018.03,769.26,0.99,32,554.67,0.0,26.26,0.0,59.35,29.78
42,5751.49,731.01,0.95,26,625.48,0.0,28.0,8.9,0.0,37.09
41,7507.64,765.04,1.0,28,869.28,109.38,9.29,79.7,44.86,29.81
41,3787.99,624.07,0.62,52,295.03,0.0,0.23,585.78,3.96,8.97
41,6565.86,784.85,1.0,25,799.04,0.0,6.07,23.61,36.65,52.23
42,1112.48,522.16,0.0,180,3.86,0.14,0.0,0.11,0.0,0.56
43,6670.51,751.53,1.0,21,877.04,66.51,0.0,0.0,10.25,53.03
44,7462.5,767.33,0.97,22,895.52,21.0,3.66,0.0,55.53,54.99
46,4103.63,730.57,0.98,28,581.93,0.53,19.46,0.0,3.58,30.45
44,3939.4,617.28,0.62,63,244.13,0.19,0.0,379.37,4.59,0.0
45,3066.03,603.73,0.99,4,2577.79,18.34,25.17,191.99,229.03,422.24
46,3286.42,550.9,0.69,42,98.69,0.14,0.05,0.56,4.07,0.0
47,4069.55,580.9,1.0,7,2497.01,6.5,0.0,0.0,168.72,389.9
42,2338.37,501.03,0.01,185,1.27,0.0,0.05,0.15,0.55,0.0
39,2972.6,525.04,0.01,183,0.0,0.13,0.0,0.06,0.59,0.0
44,4984.66,776.78,0.95,25,501.75,0.0,41.37,4.0,43.5,40.09
46,5852.51,828.82,0.99,29,488.09,0.0,18.96,7.66,15.97,60.24
49,5171.1,632.45,1.0,0,2555.27,26.78,15.13,0.0,167.03,210.35
47,2961.51,568.42,0.67,52,143.03,0.0,0.02,0.0,4.03,20.27
44,3901.11,769.11,0.96,28,643.61,0.97,19.64,0.0,59.07,12.59
40,2242.93,553.18,0.0,181,12.95,0.0,0.0,0.0,0.0,1.89
42,2146.9,515.98,0.02,183,0.0,0.0,0.0,0.0,0.0,1.6
43,4636.11,703.03,1.0,24,564.71,1.19,17.25,0.0,97.22,84.17
45,3673.03,575.05,0.66,50,162.41,0.0,0.0,0.0,5.13,20.84
40,3318.67,569.18,0.68,60,291.51,0.0,0.0,0.0,3.23,0.0
44,5485.08,747.13,0.98,36,566.21,0.0,33.18,17.75,40.65,51.78
43,3303.65,501.83,0.0,182,16.32,0.0,0.0,0.0,0.0,0.0
48,4490.52,622.34,0.98,1,2543.23,10.82,26.73,0.0,399.33,204.74
45,5236.64,776.4,0.98,29,663.07,1.09,12.85,3.07,22.49,35.25
42,6157.98,758.69,1.0,19,837.03,181.09,2.14,22.64,54.36,21.95
43,3221.41,587.41,0.62,47,193.78,0.0,0.02,0.11,0.0,7.89
43,3398.64,596.04,0.64,49,111.24,0.11,0.0,0.0,7.03,10.5
43,2534.41,584.8,0.63,50,180.61,0.11,0.0,0.12,11.44,31.81
42,2567.09,546.31,0.0,183,0.0,0.0,0.05,0.0,0.0,0.0
47,3225.81,586.82,0.99,4,2441.75,37.77,43.72,0.0,294.59,126.98
42,6835.43,787.71,0.99,23,964.19,100.49,14.47,0.0,5.65,51.5
42,2161.98,558.34,0.68,47,199.88,0.08,0.04,0.04,4.64,3.89
39,2733.27,532.75,0.0,181,0.0,0.12,0.0,0.0,0.0,3.49
40,3011.2,518.1,0.0,180,25.66,0.0,0.0,0.0,0.0,1.77
49,3513.96,586.17,1.0,5,2550.1,10.08,27.95,0.0,167.43,201.42
44,2750.56,521.37,0.61,39,126.8,0.05,0.04,0.65,9.55,28.03
44,4610.52,691.7,0.98,33,497.57,0.0,0.0,0.0,41.73,5.9
41,2635.97,508.55,0.01,182,1.86,0.0,0.0,0.11,0.72,2.35
45,5491.11,761.87,0.97,34,520.63,0.36,39.07,1.04,55.56,36.29
45,2709.27,515.21,0.6,45,169.0,0.0,0.0,0.59,2.1,19.24
44,6507.45,817.27,0.99,21,955.41,96.54,0.0,0.0,70.49,100.31
41,2912.76,571.21,0.67,67,243.14,0.0,0.3,159.62,7.75,11.35
43,7113.83,820.02,1.0,24,657.17,207.17,0.0,0.0,60.27,30.39
40,3411.1,604.43,0.7,60,299.58,0.0,0.0,781.75,4.94,0.0
45,5220.86,760.79,1.0,19,494.64,1.85,13.63,3.37,91.62,53.12
41,2958.68,561.02,0.0,182,0.0,0.0,0.0,0.0,0.0,3.36
43,2967.17,609.4,0.65,47,154.9,0.0,0.03,0.0,0.0,8.33
41,3688.13,620.47,0.65,62,309.13,0.0,0.0,700.73,6.21,0.0
46,4041.75,649.61,1.0,5,2571.73,0.0,6.73,0.0,8.11,267.76
41,2285.62,614.47,0.68,56,299.0,0.0,0.58,0.0,0.36,0.0
40,2373.3,548.33,0.01,180,12.3,0.06,0.02,0.05,0.51,1.92
42,3226.11,526.2,0.66,48,166.81,0.01,0.0,0.2,6.45,0.0
47,4201.95,632.56,0.99,10,2541.54,10.12,19.63,0.0,132.02,290.64
49,3508.58,623.13,1.0,4,2465.49,27.42,0.0,0.0,213.39,312.52
41,2563.08,601.21,0.61,61,246.42,0.0,0.0,0.0,7.04,0.0
42,6891.54,785.56,0.97,26,643.19,130.75,6.02,34.19,10.08,0.0
44,8165.44,816.74,0.97,23,721.0,180.53,4.16,8.65,58.12,21.99
45,5066.32,731.67,1.0,32,547.16,0.0,37.59,3.96,45.02,26.17
41,3512.08,563.85,0.65,69,231.38,1.49,0.0,0.0,4.43,9.99
41,3752.09,594.83,0.62,55,270.65,0.49,0.01,0.0,2.93,5.71
45,7917.61,776.69,1.0,15,856.34,0.0,0.0,0.0,45.81,21.94
44,6215.63,804.58,1.0,13,843.54,171.26,0.0,32.34,1.91,34.91
48,3148.63,631.67,1.0,6,2378.03,0.0,44.23,0.0,168.69,240.74
40,2818.68,516.09,0.0,181,0.0,0.0,0.0,0.0,1.33,0.0
39,2572.53,557.63,0.0,182,0.0,0.0,0.0,0.0,0.0,0.0
45,7257.67,737.19,0.98,22,824.28,138.43,0.0,6.11,11.87,19.14
39,3203.3,533.68,0.02,183,0.0,0.0,0.0,0.0,0.29,0.14
43,8021.95,809.99,1.0,25,765.84,201.29,2.15,0.0,84.41,59.71
45,5280.37,698.26,1.0,32,588.65,1.09,37.55,0.0,18.46,38.63
42,3660.23,541.99,0.69,62,259.21,4.98,0.48,0.0,1.63,39.0
44,7038.61,793.02,0.97,23,872.3,0.0,0.0,80.93,34.88,49.15
44,4580.36,728.31,0.99,27,526.05,3.37,32.21,0.0,42.64,37.4
40,4302.66,588.56,0.67,65,286.09,0.33,0.26,506.35,0.0,11.98
49,4350.54,600.19,0.98,2,2583.92,9.67,17.85,0.0,303.51,100.56
38,2306.63,556.12,0.67,46,175.48,0.0,0.03,0.56,4.84,16.71
44,5046.12,760.22,1.0,29,488.56,0.61,26.79,7.3,46.63,41.46
48,3524.87,603.13,1.0,5,2620.96,0.0,63.86,0.0,238.32,264.13
40,2981.46,561.91,0.0,180,0.0,0.0,0.05,0.0,0.0,0.0
45,7899.67,770.2,1.0,25,818.69,132.5,0.0,0.0,36.44,43.64
45,6923.53,735.6,1.0,26,758.15,134.61,12.03,30.72,11.43,66.55
45,1824.14,471.54,0.01,180,0.0,0.13,0.04,0.03,0.42,0.33
48,4439.59,663.32,1.0,5,2433.56,16.17,9.42,0.0,128.07,176.87
40,2187.24,496.91,0.01,182,0.0,0.0,0.0,0.0,0.0,0.0
46,5662.48,741.97,1.0,38,550.44,0.0,38.07,2.18,29.58,38.69
46,3308.33,611.73,0.98,4,2309.31,50.29,11.0,165.19,199.6,304.09
43,5073.94,796.89,1.0,30,717.24,0.64,31.37,10.89,69.56,25.71
41,3720.83,521.24,0.7,59,257.86,2.91,0.0,870.16,2.08,0.0
43,7170.72,770.91,0.96,16,801.56,92.32,27.15,18.09,27.67,18.57
38,4063.89,597.45,0.74,59,203.5,2.98,0.0,794.2,0.61,0.0
48,3326.62,654.37,1.0,1,2399.72,4.67,0.0,0.0,207.49,379.71
45,3424.66,566.41,0.69,42,154.34,0.0,0.0,0.0,17.41,0.0
42,4052.89,567.36,0.68,59,236.65,1.45,0.0,1448.43,0.0,13.3
46,6274.47,710.1,1.0,18,725.49,1.23,20.07,8.5,61.43,47.44
47,3179.05,541.31,0.66,40,193.67,0.01,0.0,0.0,7.88,24.42
39,3652.76,623.93,0.66,70,240.55,0.0,1.23,0.0,2.38,0.0
48,3082.51,664.23,0.99,2,2462.96,0.0,21.48,97.51,122.94,5.79
51,2866.89,650.8,1.0,1,2470.84,0.0,9.1,330.67,125.98,262.69
44,2591.19,526.59,0.0,180,24.03,0.0,0.03,0.12,0.0,1.72
46,2986.94,608.11,0.99,4,2421.29,7.52,48.02,482.97,290.33,178.05
45,3055.47,611.98,0.69,45,92.02,0.05,0.0,0.0,5.56,8.16
43,6275.11,768.63,1.0,24,757.26,154.24,21.71,82.82,39.25,56.29
47,3486.08,622.59,0.99,9,2526.36,0.0,38.95,381.05,49.73,174.69
44,2826.94,577.69,0.72,37,143.54,0.02,0.01,0.0,18.09,17.43
42,6574.86,816.67,0.99,20,942.42,130.95,17.44,38.54,7.98,34.16
37,1958.5,489.66,0.01,181,0.0,0.0,0.07,0.0,0.0,0.0
44,5984.4,823.72,0.96,30,579.73,191.42,9.06,0.0,64.52,56.5
42,5059.92,734.81,1.0,42,616.21,0.0,25.52,7.09,70.99,46.4
42,3622.69,570.34,0.66,65,365.69,0.34,0.0,89.76,4.94,2.33
44,5080.34,749.64,1.0,22,562.1,1.13,27.67,8.32,51.34,34.53
44,3121.65,532.66,0.01,182,0.0,0.0,0.01,0.0,0.0,0.0
39,4185.98,566.91,0.63,55,295.9,0.0,0.19,638.97,1.25,0.0
44,6788.22,820.93,1.0,25,629.9,133.0,0.0,43.38,79.7,102.97
43,5374.78,745.99,1.0,23,519.95,0.0,25.85,0.0,21.66,29.83
42,2724.86,512.3,0.0,183,0.0,0.16,0.01,0.0,0.0,0.0
45,2695.28,519.27,0.73,36,187.93,0.03,0.02,0.31,10.35,30.84
45,2465.23,499.1,0.0,180,8.65,0.06,0.03,0.02,0.0,0.0
45,2786.62,665.17,1.0,2,2496.02,0.0,5.17,440.98,238.93,0.0
40,1559.19,515.29,0.0,183,7.63,0.0,0.05,0.0,0.0,0.59
47,3564.72,640.42,1.0,5,2527.2,5.84,16.45,0.0,297.21,248.86
46,5511.18,730.02,1.0,18,463.63,0.0,12.77,6.5,123.99,0.0
41,2938.12,538.94,0.63,55,170.4,0.61,0.13,993.14,6.1,0.0
44,5118.69,778.46,0.99,27,499.35,0.0,31.54,0.0,111.42,37.74
40,2434.35,545.17,0.64,59,276.26,0.0,0.01,0.0,14.15,11.66
40,2761.2,532.57,0.01,182,0.0,0.08,0.09,0.22,0.0,0.0
50,3777.05,642.26,1.0,6,2426.39,0.0,9.65,445.04,244.0,167.52
47,3648.39,650.65,1.0,0,2362.6,0.0,20.95,0.0,187.97,329.93
44,6212.89,814.05,1.0,28,942.37,142.06,0.0,91.14,12.16,8.55
42,2822.4,603.11,0.65,55,124.22,0.11,0.01,0.0,0.0,8.55
42,3810.96,582.72,0.64,54,228.53,0.0,0.84,1399.71,8.21,0.0
45,3126.14,574.62,0.68,51,200.23,0.19,0.01,0.34,7.68,24.77
40,4268.28,602.97,0.65,62,350.76,0.0,0.69,153.58,0.54,0.0
47,6025.06,769.37,0.97,23,757.68,0.54,18.22,1.56,35.65,56.5
44,2779.05,588.34,0.69,58,157.61,0.0,0.04,0.52,0.0,1.99
42,6555.89,809.68,1.0,20,933.02,58.15,5.37,98.99,84.06,89.0
40,3193.01,566.51,0.71,59,292.51,0.34,0.0,443.76,3.21,12.07
46,5043.88,757.66,1.0,37,544.33,0.0,22.05,4.45,69.95,30.35
41,1725.6,514.24,0.0,184,11.74,0.06,0.0,0.0,0.0,0.0
48,3784.96,618.18,1.0,5,2510.87,0.0,0.0,0.0,277.19,140.28
46,7425.2,827.72,0.95,22,783.02,168.07,0.0,8.38,28.04,21.66
43,2745.14,485.43,0.73,39,128.01,0.01,0.0,0.0,4.11,0.0
47,3424.16,601.2,0.67,47,147.15,0.0,0.0,0.86,14.01,4.16
46,6005.56,788.98,0.96,34,644.26,0.8,23.81,6.24,61.54,63.83
44,2409.03,558.52,0.66,39,187.88,0.0,0.0,0.0,11.08,24.32
39,3836.78,586.01,0.67,55,283.05,5.63,0.4,557.87,1.35,0.0
47,3632.74,629.25,1.0,6,2549.17,0.0,0.0,0.0,256.73,339.78
47,3830.7,665.27,0.99,5,2497.7,0.0,48.44,325.51,148.24,186.97
50,2783.53,608.68,0.99,2,2455.12,0.0,0.0,1309.95,177.35,202.3
42,4827.69,716.2,0.97,31,596.65,0.0,39.9,5.36,0.0,33.84
46,3706.78,559.47,0.67,42,123.89,0.0,0.0,0.42,0.0,3.6
44,5077.2,781.17,1.0,28,485.91,1.73,23.49,7.99,50.24,53.39
46,3708.44,615.92,0.99,6,2416.26,88.39,17.7,0.0,212.49,215.09
48,7584.88,767.32,0.99,24,781.81,65.82,0.0,0.0,78.65,66.2
44,4149.92,760.68,1.0,29,544.47,0.0,21.14,2.71,15.53,23.41
45,4824.68,749.54,1.0,31,564.75,1.03,22.88,4.03,45.79,14.44
44,5832.7,758.04,1.0,24,616.71,0.0,30.44,0.0,58.44,21.91
41,3515.14,578.61,0.66,61,298.27,0.0,1.4,0.0,1.7,0.0
42,3104.68,562.94,0.63,66,226.94,0.0,0.67,894.77,2.19,0.0
48,4150.45,646.68,1.0,7,2511.73,10.69,3.74,217.77,82.78,235.5
42,3539.08,576.38,0.63,59,285.19,0.0,0.0,401.23,4.74,0.0
44,2808.44,580.24,0.67,44,208.54,0.03,0.05,0.0,0.0,15.3
44,6638.76,773.78,1.0,17,796.48,169.86,2.9,0.0,66.01,63.65
42,7702.6,738.05,1.0,20,934.31,103.5,0.0,10.41,63.05,61.31
42,5298.27,728.61,1.0,30,426.96,0.0,9.81,0.0,95.55,30.77
41,2615.54,581.24,0.03,178,14.13,0.0,0.01,0.22,1.2,1.14
45,5069.54,797.83,1.0,24,418.06,1.73,29.96,2.32,60.75,14.59
43,3754.86,578.5,0.67,57,281.47,0.0,0.0,0.0,4.33,37.86
44,8401.12,769.15,1.0,23,898.28,41.11,0.0,19.04,21.77,51.96
49,4628.95,694.46,1.0,2,2511.6,1.61,15.32,802.01,164.83,241.84
43,3320.55,540.29,0.69,38,175.32,0.01,0.02,0.17,10.92,11.72
43,5499.53,827.59,1.0,26,498.77,0.0,26.97,6.76,63.96,47.74
44,2207.09,566.61,0.67,46,111.63,0.01,0.0,0.0,12.68,0.0
45,6898.85,816.71,1.0,19,801.82,86.59,0.0,0.0,56.68,0.0
48,4347.45,633.18,1.0,3,2597.14,25.1,19.64,1432.82,262.38,118.86
42,2724.72,526.61,0.0,182,16.22,0.05,0.0,0.0,0.72,4.13
37,2335.38,476.53,0.0,184,7.89,0.09,0.0,0.07,0.0,0.48
39,2691.8,507.97,0.0,181,17.79,0.07,0.06,0.02,0.33,0.79
42,7728.86,776.59,1.0,21,806.27,62.53,0.0,153.41,0.0,74.51
40,3143.26,526.39,0.0,182,0.0,0.0,0.0,0.0,0.0,3.62
44,3315.3,590.95,0.63,71,231.84,0.0,0.0,0.0,0.0,15.63
44,6738.31,729.32,0.96,23,805.68,55.06,0.0,23.72,49.63,94.35
40,2935.99,499.58,0.0,181,28.84,0.0,0.0,0.0,0.0,0.48
42,2474.49,525.76,0.01,181,22.76,0.0,0.01,0.0,0.0,0.0
45,4087.95,615.3,0.99,5,2550.77,2.33,0.0,0.0,195.4,206.51
41,3235.5,598.43,0.7,62,272.57,0.0,0.0,244.35,4.47,61.11
43,4438.13,794.4,1.0,29,635.42,0.0,22.64,9.34,36.93,54.84
42,3376.05,592.17,0.7,46,105.56,0.0,0.0,0.0,11.37,25.76
39,4227.16,594.3,0.71,63,194.31,0.67,1.08,248.34,9.76,0.0
44,6758.94,761.81,0.99,28,835.93,24.06,0.0,18.34,28.23,73.77
48,3287.07,597.44,1.0,1,2537.83,0.0,2.97,0.0,335.06,253.47
47,3967.55,658.86,0.99,3,2518.76,0.0,20.03,0.0,234.08,313.78
45,3745.47,746.84,1.0,30,469.72,1.1,8.5,0.74,26.22,61.71
41,2586.25,525.86,0.0,177,18.18,0.0,0.0,0.0,0.0,3.59
43,3249.35,597.42,0.68,68,265.44,0.0,0.0,0.0,4.7,0.0
43,2697.44,517.62,0.0,181,0.0,0.02,0.0,0.0,0.02,0.0
45,2474.75,566.56,0.66,42,155.52,0.08,0.0,0.96,2.91,6.51
44,3514.99,559.23,0.02,183,0.0,0.0,0.0,0.05,0.0,0.0
46,4579.2,642.26,1.0,2,2502.91,0.0,6.61,0.0,225.88,193.44
42,6124.86,703.89,0.96,22,715.81,280.02,0.0,0.0,61.36,0.0
